episode_id,regime,moneyness,option_type,vol_method,rebalance_frequency,rebalance_step_trading_days,transaction_cost_bps,n_marking_days,mean_abs_mtm_error,rmse_mtm_error,max_abs_mtm_error,avg_abs_delta_trade,n_rebalance_days,total_transaction_cost,total_turnover_dollars,settlement_date,settlement_stock_price,settlement_option_payoff,terminal_payoff,terminal_hedging_pnl,settlement_price_source,abs_terminal_hedging_pnl
SPY_calm_C_ATM,calm,ATM,call,rv_20d,daily,1,0.0,63,1.7811134614322954,1.9045292525601423,2.6521724606819816,0.03296167589999042,63,0.0,823.4790030161196,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,1.3597183653447473,exact_expiration_close,1.3597183653447473
SPY_calm_C_ATM,calm,ATM,call,rv_20d,daily,1,1.0,63,1.7422973464433733,1.861171222152806,2.5840905936012746,0.03296167589999042,63,0.08234790030161203,823.4790030161196,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,1.235366522667288,exact_expiration_close,1.235366522667288
SPY_calm_C_ATM,calm,ATM,call,rv_20d,daily,1,5.0,63,1.5870328864877115,1.7000163846348,2.3117631252784463,0.03296167589999042,63,0.4117395015080601,823.4790030161196,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,0.7379591519575648,exact_expiration_close,0.7379591519575648
SPY_calm_C_ATM,calm,ATM,call,rv_20d,every_2_days,2,0.0,63,1.791275766081018,1.9051869993188764,2.463247032954598,0.02372914816789952,32,0.0,592.5150744364237,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,1.8040296137659197,exact_expiration_close,1.8040296137659197
SPY_calm_C_ATM,calm,ATM,call,rv_20d,every_2_days,2,1.0,63,1.7633397604293481,1.8703647995271016,2.408957818132876,0.02372914816789952,32,0.05925150744364236,592.5150744364237,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,1.7027744828479392,exact_expiration_close,1.7027744828479392
SPY_calm_C_ATM,calm,ATM,call,rv_20d,every_2_days,2,5.0,63,1.6515957378228523,1.7371356039889145,2.2179981204749026,0.02372914816789952,32,0.2962575372182115,592.5150744364237,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,1.2977539591759033,exact_expiration_close,1.2977539591759033
SPY_calm_C_ATM,calm,ATM,call,rv_20d,weekly,5,0.0,63,1.4898978411427286,1.5908927420518955,2.865880314070864,0.02059287992501073,13,0.0,515.1580565495864,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,1.2137122037434551,exact_expiration_close,1.2137122037434551
SPY_calm_C_ATM,calm,ATM,call,rv_20d,weekly,5,1.0,63,1.4653412990922579,1.5702007701551182,2.8961069643898725,0.02059287992501073,13,0.051515805654958634,515.1580565495864,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,1.120195940621965,exact_expiration_close,1.120195940621965
SPY_calm_C_ATM,calm,ATM,call,rv_20d,weekly,5,5.0,63,1.3671151308904563,1.4964048903960885,3.0170135656659056,0.02059287992501073,13,0.25757902827479306,515.1580565495864,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,0.7461308881356636,exact_expiration_close,0.7461308881356636
SPY_calm_C_ATM,calm,ATM,call,rv_60d,daily,1,0.0,63,0.9525608160137798,1.0161622445529572,1.6121916281007884,0.03581661948165059,63,0.0,896.1508430303462,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,-1.3314330827564618,exact_expiration_close,1.3314330827564618
SPY_calm_C_ATM,calm,ATM,call,rv_60d,daily,1,1.0,63,1.0162066796217868,1.0758933548764418,1.6667943261939229,0.03581661948165059,63,0.08961508430303464,896.1508430303462,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,-1.463052184953984,exact_expiration_close,1.463052184953984
SPY_calm_C_ATM,calm,ATM,call,rv_60d,daily,1,5.0,63,1.2707901340551857,1.321736175932709,1.8852051185668586,0.03581661948165059,63,0.44807542151517293,896.1508430303462,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,-1.9895285937459484,exact_expiration_close,1.9895285937459484
SPY_calm_C_ATM,calm,ATM,call,rv_60d,every_2_days,2,0.0,63,0.7746749241512921,0.835259966033933,1.372119979139029,0.024806239555716418,32,0.0,620.3256455227902,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,-0.7858306072512278,exact_expiration_close,0.7858306072512278
SPY_calm_C_ATM,calm,ATM,call,rv_60d,every_2_days,2,1.0,63,0.8215117894983078,0.8774938810288572,1.4196276631703313,0.024806239555716418,32,0.06203256455227902,620.3256455227902,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,-0.8898668137921284,exact_expiration_close,0.8898668137921284
SPY_calm_C_ATM,calm,ATM,call,rv_60d,every_2_days,2,5.0,63,1.0088592508859757,1.0519380863430945,1.6096583992953128,0.024806239555716418,32,0.310162822761395,620.3256455227902,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,-1.3060116399556172,exact_expiration_close,1.3060116399556172
SPY_calm_C_ATM,calm,ATM,call,rv_60d,weekly,5,0.0,63,1.2966973267744841,1.369736975115635,2.1611833991027822,0.021043597520181416,13,0.0,526.5422734764625,2021-05-28,420.0400085449219,30.040008544921875,30.040008544921875,-1.088149705365538,exact_expiration_close,1.088149705365538
